issue_date,issue_hour,window_position,absolute_date,absolute_t,pv_formal_kwh,pv_historical_kwh,actual_pv_kwh,error_formal_kwh,error_historical_kwh
2025-01-02,0,1,2025-01-02,1,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,2,2025-01-02,2,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,3,2025-01-02,3,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,4,2025-01-02,4,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,5,2025-01-02,5,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,6,2025-01-02,6,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,7,2025-01-02,7,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,8,2025-01-02,8,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,9,2025-01-02,9,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,10,2025-01-02,10,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,11,2025-01-02,11,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,12,2025-01-02,12,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,13,2025-01-02,13,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,14,2025-01-02,14,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,15,2025-01-02,15,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,16,2025-01-02,16,0.0,0.0,0.0,0.0,0.0
2025-01-02,0,17,2025-01-02,17,0.0,0.0,0.0,0.0,0.0
